"B cells naive"	"B cells memory"	"Plasma cells"	"T cells CD8"	"T cells CD4 naive"	"T cells CD4 memory resting"	"T cells CD4 memory activated"	"T cells follicular helper"	"T cells regulatory (Tregs)"	"T cells gamma delta"	"NK cells resting"	"NK cells activated"	"Monocytes"	"Macrophages M0"	"Macrophages M1"	"Macrophages M2"	"Dendritic cells resting"	"Dendritic cells activated"	"Mast cells resting"	"Mast cells activated"	"Eosinophils"	"Neutrophils"	"P-value"	"Correlation"	"RMSE"
"SUB142661_7.0"	0.0395097823137951	0	0	0	0.190804472404949	0	0.0758695454657712	0.0266742733449448	0	0.305838015079343	0.136339941071424	0	0.11073451470423	0.00969785948914868	0.00496782896796277	0	0.0176727995380409	0	0.0129260687513927	0	0.0441989006237056	0.024765998245292	0	0.612902656652821	0.790657852268026
"SUB142661_14.0"	0.0485461797474789	0	0	0	0.201921264183397	0	0.0776071704354674	0.00732689421347964	0	0.300216338501797	0.0850537876534751	0	0.166080379179201	0.00274482011540238	0	0	0.002732810544121	0.00362043583987733	0.0173977588082415	0	0.0548615928301548	0.0318905679479066	0	0.550795833086946	0.833823061183618
"SUB142604_0.0"	0.0412224569233766	0	0	0	0.0972916099782887	0.0571815977051352	0.0870187102732612	0	0	0.289938901629447	0.112354584978966	0	0.162506268700805	0.00554482979411175	0.00508967669467414	0	0.0192717837043702	0.00109235117105544	0.0196242763468264	0	0.0342857304912413	0.0675772216084419	0	0.592412257879175	0.806354716821701
"SUB142604_1.0"	0.0228013985728493	0	0	0	0.0999912147090937	0.051624538627001	0.068253052420647	0	0	0.199151212721035	0.076168445053688	0	0.340210613028346	0.0322087879559489	0.00354724301487897	0	0.01308987542568	0.00656032407876537	0.00185365880139067	0	0.0656201886531242	0.0189194469375515	0	0.608750021342044	0.798878621007976
"SUB142604_3.0"	0.0461830113095266	0	0	0.00328296776094679	0.114319350998985	0.0268784462490281	0.0709937081156491	0.0086498024531027	0	0.243223540372489	0.113161354646584	0	0.264688603842935	0.0262948472384487	0.00419712670948071	0	0.0156649843600374	0	0.00608915045598745	0	0.0265218671340758	0.0298512383527235	0	0.592125999417245	0.807736773925404
"SUB142604_7.0"	0.0483870055708602	0	0	0.0425842867085316	0.0984235104640125	0.0600300411407616	0.0581280232859003	0.0033860646712169	0	0.200592226153382	0.12869154455623	0	0.312160423624795	0	0	0	0	0.00103484972928119	0.00451557095704834	0	0.0209525565190229	0.0211138966189579	0	0.580970488719128	0.81389083014296
"SUB142604_14.0"	0.0581098984069633	0	0	0.0587076781501872	0.119058049394388	0.067183232381941	0.0557232843223653	0.0103503072894509	0	0.196080251419967	0.0970010984679149	0	0.276648678178592	0.00352747531052688	0	0	0.0012331054099093	0.000507722524081294	0.00537870766003588	0	0.0232800242367961	0.0272104868468816	0	0.582377247975121	0.813598149167339
"SUB142663_0.0"	0.034623311028625	0.00459802716933264	0	0	0.132733023728265	0.150820191966338	0.0516912037683063	0	0	0.292524300638236	0.0980433980991123	0	0.133084051649244	0.00984877728642751	0.00390037785333467	0	0.010734954015344	0.00709216083354814	0	0	0.0510783639655515	0.0192278579983352	0	0.539517189932102	0.841437337694917
"SUB142663_1.0"	0	0.0269728342228224	0	0	0.117403453933916	0.0617696961264421	0.0666747293426014	0	0	0.212746850574994	0.064184597017335	0	0.296196965643774	0.0224168167874226	0.00648551558273818	0	0.00910556911048894	0.00644600414995262	0	0	0.082193123177148	0.0274038443303652	0	0.629691333538571	0.786196187253625
"SUB142663_3.0"	0.0121093547805298	0	0	0	0.169798175212843	0.0645872317052222	0.0794465482789428	0	0	0.312228426130133	0.0873505609839628	0	0.131451733760747	0.0113698247873988	0.0029823809564483	0	0.0151108089841803	0.0067856056402548	0.00986321617186344	0	0.0544914765878502	0.0424246560196238	0	0.622756376308718	0.784531993307639
"SUB142663_7.0"	0.0375157144146753	0	0	0	0.142160629465997	0.070667421200941	0.053457335960754	0	0	0.175451343473221	0.0945902620124705	0	0.223761011435362	0	0	0	0.00460206102236106	0.00122523704650911	0	0.100420155413	0.0689629381681062	0.0271858903866018	0	0.59564356118682	0.808838471426254
"SUB142663_14.0"	0.013319964684846	0.0212709283857309	0	0	0.130855320716826	0.16507845758463	0.0400950009816447	0	0	0.278013796467038	0.100409707629143	0	0.152325853578565	0.00669880831748745	0.0039587043393109	0	0.00915967251048581	0.00519856129460843	0	0	0.0483488482706854	0.0252663752389984	0	0.597211378625403	0.801999973730565
"SUB142605_0.0"	0.0380589998654085	0	0	0.0595685910712939	0.140729953257962	0	0.123283311271816	0	0	0.229829313162454	0.0895620739423864	0	0.181117151440451	0.00416991748873154	0.0047704563659869	0	0.0157823152237476	0.00421319477309218	0.00073288992805881	0	0.0552872827976899	0.0528945494109214	0	0.562369522470727	0.827009727938718
"SUB142605_1.0"	0.00450108837966676	0.015226916985988	0	0	0.177920587005581	0	0.0904727452794671	0	0	0.221356976622443	0.0679218649675327	0	0.223157408424918	0.00531501576368853	0	0	0.012904094227691	0.00980299650878511	0	0	0.0825543103492353	0.0888659954850027	0	0.564255029611986	0.826441406528621
"SUB142605_3.0"	0.0204280655994722	0	0	0	0.145189596290457	0	0.103413847256602	0.00312871823595097	0	0.256310062091542	0.0802304301687351	0	0.21344408101836	0.00216301980588105	0	0	0.00464943954525759	0.00252469939512579	0.0232394889516044	0	0.0721328220633416	0.0731457295776696	0	0.536381627903302	0.84325229038333
"SUB142605_7.0"	0.0331642106295225	0.0047462990730411	0	0	0.178207241199366	0	0.0970575451330604	0	0	0.228977225997156	0.0697681988520344	0	0.199162107896222	0	0.00107299691037537	0	0.0228667643347524	0.00722329695932426	0	0.043622732117906	0.0764959817785923	0.0376353991186477	0	0.532354110055924	0.84659668474714
"SUB142605_14.0"	0.0408748123597797	0	0	0.107493990273509	0.106792033158626	0	0.129857176225027	0	0	0.251552982744088	0.0898936342317799	0	0.148126664237088	0.00391018115050321	0	0	0.0144499657028714	0.00957590961875857	0	0	0.062193201759678	0.0352794485382911	0	0.605734382242305	0.797404497700985
"SUB142614_0.0"	0.0497418378687053	0	0	0	0.173851314992591	0.0180014166721395	0.1163142029751	0	0	0.236631465331789	0.135534728038467	0	0.133900949255277	0.0112124340375425	0.00515339979729371	0	0.0152144844443183	0.00769861426699493	0.0182869860613391	0	0.0665660026770706	0.0118921635813717	0	0.57480874630549	0.819209072415898
"SUB142614_1.0"	0.047929492899195	0	0	0	0.153361236666002	0.0357973726972778	0.076831445762212	0.0149481163640407	0	0.234544371710866	0.0579673763312704	0	0.210445648360518	0	0.00418143841464076	0.0193919371550419	0.00526839510246432	0.00899366811826544	0.0160213893740879	0	0.093152823180629	0.021165287863488	0	0.591397811816847	0.811775090225821
"SUB142614_3.0"	0.0466696388964112	0	0	0	0.141258636979604	0.0425924637568642	0.0976336292182334	0.00618849992592815	0	0.2653609315736	0.0994697538392653	0	0.125583599864377	0.00816410372586037	0.00201741604472609	0	0.0168508092944516	0.00843165294002335	0.0150175424667286	0	0.0880312128132016	0.0367301086607259	0	0.625315083328353	0.78687850502293
"SUB142614_7.0"	0.0681821716595532	0	0	0	0.186996016146973	0.0840660566215312	0.0785588782935302	0.0124231472945177	0	0.24405029070768	0.0747910880264515	0	0.153308146450881	0.00363436241709384	0.00410552518454726	4.26380412104469e-05	0.0128825397339266	0	0	0	0.0677647085029942	0.00919443091911001	0	0.649927679121448	0.769419211940986
"SUB142614_14.0"	0.084452317822276	0	0	0.0131120888663316	0.197897440038256	0.0770344386939084	0.0500992216120822	0	0	0.293684139160602	0.058867570066759	0	0.116559433243451	0	0	0.00486078577021705	0	0.00199975685018114	0.00400755127491065	0	0.0853300595341905	0.0120951970668345	0	0.654422028806211	0.763047177816257
"SUB142654_0.0"	0.0512345699324977	0	0	0.0918861000287199	0.144615514145169	0.00105812891058253	0.0530024683231622	0.00119680014742396	0	0.230993588586165	0.0841017685586659	0	0.252648274980375	0.00549121282357059	0	0	0	0.000652807959754293	0.0166884391105306	0	0.000208842693485604	0.0662214837998976	0	0.687846063403023	0.738507554637198
